url,median_ms,status,runs_seconds
http://127.0.0.1:3005/,2.52,PASS,0.003364,0.002341,0.003105,0.002525,0.002222
http://127.0.0.1:3005/products,8.54,PASS,0.012908,0.011824,0.008538,0.008006,0.007398
http://127.0.0.1:3005/products?category=sets,7.49,PASS,0.056668,0.007494,0.007757,0.005513,0.004785
http://127.0.0.1:3005/products/be5e7c7b-ddc7-48f3-8ad8-73f9f8f90446,72.01,FAIL,0.131477,0.078069,0.072006,0.070909,0.071229
http://127.0.0.1:3005/collections,1.16,PASS,0.003986,0.001158,0.001428,0.000947,0.000910
http://127.0.0.1:3005/collections/naga-green,62.88,FAIL,0.062077,0.061686,0.065410,0.062885,0.064121
http://127.0.0.1:3005/cart,25.62,PASS,0.051529,0.024498,0.026499,0.023489,0.025617
http://127.0.0.1:3005/contact,1.31,PASS,0.003529,0.001346,0.001103,0.001313,0.001113
http://127.0.0.1:3005/sign-in,0.94,PASS,0.002571,0.001051,0.000944,0.000876,0.000752
http://127.0.0.1:3005/sign-up,0.76,PASS,0.002507,0.000762,0.000729,0.000785,0.000708
